"","gender","condtn","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1"
"3843","0","2",11,"0",0.05,"0",28,"3",23,18,21,18,10,10,"0",5,6,7,6,6,3,5,5,2,26,"English","2",1,3,"FunNightOut","SVRL/Year","2/Week","Academic/Research",7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15,15,25,20,5,20,30,10,10,20,10,20,8,7,8,9,5
"113","1","1",5,"0",-0.14,"1",25,"2",35,10,35,10,10,0,"0",9,7,9,8,9,7,8,7,2,22,"Law","2",1,1,"FunNightOut","SVRL/Week","SVRL/Week","Lawyer",9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9
"3686","0","2",13,"0",0.21,"0",27,"4",50,10,10,10,10,10,"1",10,10,10,10,10,10,9,6,2,24,"Education","2",5,6,"MeetNewPpl","1/Month","SVRL/Week","Academic/Research",7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10
"8061","1","2",1,"1",0.33,"1",26,"2",10,30,20,15,15,10,"1",8,9,9,10,10,8,8,6,2,32,"Engineering","2",1,1,"FunNightOut","2/Month","2/Week","Banking/Consulting",8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6,6,50,0,10,30,0,10,40,20,0,30,10,0,7,8,9,8,8
"2306","1","2",13,"0",0.19,"1",28,"2",14.55,16.36,18.18,18.18,16.36,16.36,"0",6,3,6,5,4,7,3,3,2,23,"Bio","2",1,1,"MeetNewPpl","SVRL/Year","2/Week","Academic/Research",9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,3,18.6,13.95,18.6,16.28,16.28,16.28,13.64,18.18,20.45,13.64,15.91,18.18,6,7,7,7,5
"6721","1","2",6,"0",0.06,"1",23,"2",28,8,17,22,17,8,"0",8,10,9,9,8,7,8,10,2,30,"PoliSci","2",1,1,"MeetNewPpl","1/Month","2/Week","IntlAffairs",9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,30,15,10,20,20,5,9,8,7,10,7
"3543","1","1",8,"1",0.16,"0",26,"3",20,20,25,20,5,10,"1",5,3,6,7,10,3,7,6,2,27,"Business","6",1,1,"FunNightOut","2/Month","SVRL/Week","Banking/Consulting",7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,25,15,20,20,15,5,20,15,15,25,20,5,5,6,8,8,8
"2028","0","2",2,"0",0.2,"1",22,"2",16.67,18.75,18.75,18.75,18.75,8.33,"0",8,8,10,8,6,5,6,3,2,31,"History","2",3,3,"SRSRelationship","1/Month","2/Week","Academic/Research",5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,25,15,15,15,15,15,7,9,8,9,8
"6339","1","2",7,"0",0.24,"1",38,"2",15,15,20,15,15,20,"1",8,9,9,8,8,8,9,4,2,34,"Business","2",8,2,"GetADate","2/Month","SVRL/Week","Banking/Consulting",7,6,6,7,7,6,3,3,1,8,1,7,6,7,10,8,3,3,35,15,15,25,10,0,60,0,10,20,0,0,8,6,9,7,5
"7082","0","2",12,"0",0.45,"0",29,"3",30,10,25,20,8,7,"0",6,6,7,6,6,5,5,5,2,27,"PoliSci","2",3,3,"FunNightOut","2/Month","1/Week","Banking/Consulting",10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,6,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
"5549","1","2",19,"1",0.04,"1",24,"2",10,20,27,23,15,5,"1",7,10,8,10,6,5,7,10,2,25,"SocScie/Psych","2",1,8,"MeetNewPpl","1/Month","1/Week","Psychologist",2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,50,5,10,20,5,10,6,9,9,10,7
"6886","0","2",13,"0",0.43,"1",29,"2",30,15,20,10,10,15,"1",7,9,8,7,6,8,7,6,2,24,"Other","2",1,1,"Other","AlmostNever","SVRL/Week","Undecided",4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8
"280","0","2",8,"0",0.53,"0",23,"1",20,25,25,10,10,10,"1",8,9,8,10,9,8,9,6,2,25,"SocialWork","2",10,2,"FunNightOut","1/Month","2/Week","IntlAffairs",7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6
"4023","1","2",6,"0",0.39,"0",26,"1",20,20,20,10,20,10,"1",8,10,10,9,10,5,8,5,2,29,"Bio","2",8,4,"MeetNewPpl","1/Month","2/Week","Academic/Research",6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,30,25,18,18,4,5,17,15,23,20,15,10,7,10,5,7,7
"1152","0","2",13,"0",0.4,"0",27,"4",20,20,20,20,10,10,"0",3,7,6,7,5,8,6,4,2,35,"Business","3",1,5,"MeetNewPpl","SVRL/Year","SVRL/Week","Banking/Consulting",5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,10,32,20,12,11,15,15,25,10,15,10,25,5,9,9,5,5
"2252","1","2",11,"0",0.06,"1",24,"2",11.36,18.18,22.73,18.18,11.36,18.18,"1",9,10,10,9,8,9,9,5,2,27,"History","2",1,1,"FunNightOut","SVRL/Year","2/Week","Academic/Research",7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2,5,20.51,23.08,20.51,17.95,2.56,15.38,21.88,15.63,15.63,15.63,15.63,15.63,7,9,6,9,4
"3361","1","2",9,"0",0.71,"0",31,"1",14.58,16.67,20.83,18.75,16.67,12.5,"1",7,7,7,7,7,8,7,7,2,30,"PoliSci","3",1,1,"FunNightOut","SVRL/Year","1/Week","IntlAffairs",5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3
"1990","0","2",3,"0",0.54,"0",29,"2",19.57,10.87,19.57,19.57,19.57,10.87,"0",5,6,7,9,7,4,9,8,2,26,"Business","4",3,3,"ToSayIDidIt","1/Month","SVRL/Week","Banking/Consulting",8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7
"4795","1","2",5,"0",0.11,"0",35,"2",15,20,25,15,15,10,"0",7,10,9,7,10,6,6,10,2,29,"Business","6",1,1,"MeetNewPpl","SVRL/Year","SVRL/Week","Banking/Consulting",8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,20,20,10,25,15,10,6,10,6,10,10
"4252","1","2",8,"0",0.43,"0",26,"4",15,20,20,20,15,10,"0",3,5,6,5,4,3,6,5,2,27,"Business","2",1,5,"FunNightOut","1/Month","2/Week","Entertainment",9,2,5,7,7,9,8,1,5,9,5,5,9,8,9,8,5,7,25,20,25,20,10,0,15,15,15,20,20,15,7,6,7,8,7
"5245","0","2",17,"0",0.53,"0",30,"2",31.58,10.53,15.79,21.05,10.53,10.53,"0",4,6,7,5,7,4,4,4,2,25,"Education","4",7,7,"FunNightOut","2/Week","SVRL/Week","Academic/Research",3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6
"7695","0","2",10,"1",-0.02,"0",27,"1",40,20,20,20,0,0,"1",8,7,8,6,6,5,7,5,2,26,"SocialWork","2",3,1,"FunNightOut","1/Week","SVRL/Week","IntlAffairs",7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6,6,10,30,20,15,15,10,20,15,20,20,15,10,7,9,9,8,8
"7634","0","2",6,"0",0.13,"0",24,"6",30,30,30,5,2,3,"1",7,8,7,6,6,6,7,7,2,26,"Education","2",8,9,"MeetNewPpl","2/Month","2/Week","Politics",9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,40,5,30,15,5,5,80,2,5,10,1,2,8,10,9,9,10
"5044","0","2",11,"0",0.31,"0",30,"2",20.51,14.53,24.79,17.09,5.98,17.09,"0",6,7,7,7,7,7,7,7,2,33,"Education","3",2,1,"FunNightOut","SVRL/Year","1/Week","Academic/Research",3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,2,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10
"4459","0","2",14,"0",0.27,"0",32,"6",20,10,30,20,10,10,"1",7,7,6,6,6,6,6,6,2,30,"Education","4",1,1,"FunNightOut","SVRL/Year","2/Week","Academic/Research",7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,35,20,10,20,10,5,9,10,7,9,7
"895","0","1",6,"0",0.07,"0",22,"2",21,20,19,20,10,10,"0",6,7,8,4,7,6,5,5,2,27,"SocialWork","4",6,3,"MeetNewPpl","SVRL/Year","1/Month","IntlAffairs",8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,10,25,25,10,10,20,20,15,15,20,15,15,8,8,6,9,9
"4367","1","2",6,"0",-0.37,"0",23,"2",10,15,40,15,10,10,"1",4,7,7,7,5,6,7,7,2,28,"Business","4",1,2,"FunNightOut","2/Month","SVRL/Week","Banking/Consulting",10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,30,20,15,15,20,0,4,9,10,8,8
"3934","0","2",15,"1",0.22,"1",25,"2",27,15,28,10,10,10,"1",8,7,9,8,9,4,6,3,2,24,"History","2",4,5,"MeetNewPpl","SVRL/Year","2/Week","Academic/Research",4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6,20,10,30,15,15,10,30,10,10,30,5,10,8,8,6,8,7
"3621","0","2",16,"0",0.52,"1",27,"2",20,20,20,15,5,20,"1",6,5,7,6,5,5,7,4,2,22,"History","2",8,3,"MeetNewPpl","SVRL/Year","2/Week","Academic/Research",8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,25,7,25,25,8,10,30,15,10,25,10,10,8,7,8,10,8
"2653","0","2",7,"0",0.14,"0",24,"2",20.51,5.13,23.08,12.82,17.95,20.51,"0",2,5,4,3,6,2,2,1,2,25,"History","4",1,6,"FunNightOut","SVRL/Week","SVRL/Week","Academic/Research",3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,17.65,17.65,17.65,15.69,15.69,15.69,18.75,18.75,16.67,16.67,14.58,14.58,9,9,9,9,9
"2215","1","2",1,"0",-0.16,"0",30,"1",14,18,16,18,18,16,"1",8,9,10,7,9,5,8,7,2,22,"Bio","2",6,2,"MeetNewPpl","2/Month","2/Week","Undecided",9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,7,16.67,18.75,18.75,18.75,18.75,8.33,14.55,18.18,18.18,16.36,18.18,14.55,8,7,9,9,7
"6528","0","2",13,"0",0.38,"0",27,"3",30,25,10,20,0,15,"1",6,7,7,7,6,4,6,5,2,22,"Education","4",3,10,"FunNightOut","SVRL/Year","2/Week","Academic/Research",10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5,10,25,15,20,15,15,25,10,10,30,10,15,5,8,8,5,8
"3572","0","2",12,"1",0.47,"1",24,"3",30,10,20,20,10,10,"1",7,9,8,9,8,7,9,10,2,28,"PoliSci","3",1,1,"FunNightOut","SVRL/Year","2/Week","Academic/Research",4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10
"3738","0","2",18,"0",0.37,"0",28,"3",23,18,21,18,10,10,"0",5,5,6,4,6,4,4,4,2,25,"Bio","2",2,2,"MeetNewPpl","AlmostNever","SVRL/Week","Academic/Research",8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,15,18,19,19,17,12,17,18,16,18,13,18,7,9,8,8,9
"6275","1","2",9,"1",0.24,"1",25,"2",20,15,25,15,15,10,"1",8,8,8,8,8,8,8,8,2,24,"Film","2",1,1,"GetADate","2/Month","2/Week","Entertainment",8,4,7,9,9,9,7,4,2,9,5,7,10,9,9,7,7,5,30,15,15,15,15,10,50,10,10,10,10,10,7,9,8,7,8
"8240","1","2",12,"1",0.02,"0",25,"4",15,20,25,20,10,10,"1",8,8,9,8,8,7,5,2,2,30,"Business","2",3,4,"MeetNewPpl","2/Month","SVRL/Week","Banking/Consulting",10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6,8,35,10,20,25,5,5,30,10,10,30,10,10,9,8,10,8,7
"3241","1","2",2,"1",0.37,"0",31,"1",14.58,16.67,20.83,18.75,16.67,12.5,"1",4,9,9,6,8,7,8,7,2,28,"Business","3",4,9,"FunNightOut","AlmostNever","2/Week","Banking/Consulting",10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,4,14.71,14.71,14.71,14.71,20.59,20.59,19.51,14.63,19.51,19.51,12.2,14.63,5,9,7,6,7
"3998","0","2",12,"0",0.22,"1",25,"2",25,20,30,15,5,5,"0",6,6,6,6,7,5,5,2,2,25,"SocialWork","2",10,10,"MeetNewPpl","2/Month","SVRL/Week","SocialWork",6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,8,25,20,25,25,5,0,40,10,10,30,10,0,9,10,10,9,10
"465","0","2",6,"0",0.57,"1",22,"2",30,15,25,25,5,0,"0",3,6,6,5,4,4,4,3,2,27,"SocScie/Psych","2",5,8,"MeetNewPpl","SVRL/Year","2/Week","Banking/Consulting",6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,7,10,10,30,25,10,15,30,10,15,20,10,15,7,8,7,9,5
"6948","0","2",11,"0",0.11,"0",30,"6",30,0,30,30,10,0,"1",10,10,10,10,8,10,10,6,2,29,"MedSci","4",1,1,"FunNightOut","2/Month","2/Week","DocMed",1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,10,20,25,25,10,10,60,10,10,10,5,5,4,9,5,8,6
"3013","1","2",10,"0",0.07,"0",23,"4",15.38,19.23,17.31,19.23,9.62,19.23,"0",4,5,5,5,5,5,4,4,2,23,"Bio","2",6,8,"FunNightOut","SVRL/Year","2/Week","Academic/Research",9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,17.02,21.28,17.02,21.28,14.89,8.51,14.58,20.83,16.67,18.75,16.67,12.5,8,10,10,9,8
"4464","0","2",10,"0",-0.38,"0",26,"2",20,25,20,10,5,20,"1",10,9,9,8,7,8,8,7,2,30,"Education","4",1,1,"FunNightOut","SVRL/Year","2/Week","Academic/Research",7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,35,20,10,20,10,5,9,10,7,9,7
"1959","0","2",2,"0",-0.25,"1",27,"2",17.78,17.78,22.22,20,15.56,6.67,"0",2,7,9,2,4,2,3,7,2,24,"Bio","2",9,7,"MeetNewPpl","AlmostNever","SVRL/Week","Academic/Research",2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,5,11.36,18.18,22.73,18.18,11.36,18.18,22.22,13.33,17.78,20,8.89,17.78,5,5,7,9,7
"3377","1","2",20,"0",0.2,"1",22,"2",15.38,19.23,19.23,19.23,15.38,11.54,"0",7,9,9,7,9,6,7,6,2,31,"PoliSci","2",4,7,"MeetNewPpl","1/Month","2/Month","IntlAffairs",5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6
"2256","1","2",14,"0",0.45,"1",28,"2",8.51,19.15,19.15,19.15,19.15,14.89,"0",3,7,8,3,3,3,3,8,2,27,"History","2",1,1,"FunNightOut","SVRL/Year","2/Week","Academic/Research",7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2,5,20.51,23.08,20.51,17.95,2.56,15.38,21.88,15.63,15.63,15.63,15.63,15.63,7,9,6,9,4
"5099","0","2",3,"0",0.45,"0",23,"4",25,20,20,20,5,10,"1",5,8,7,7,6,7,7,8,2,24,"Bio","2",7,6,"MeetNewPpl","AlmostNever","2/Month","DocMed",5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7
"7800","0","2",15,"0",-0.28,"0",30,"2",35,10,20,25,5,5,"0",6,5,4,3,6,6,5,7,2,26,"SocialWork","3",5,2,"FunNightOut","1/Month","1/Week","SocialWork",2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,10,10,30,20,10,15,50,10,10,10,10,10,3,6,9,7,10
"2059","0","2",10,"0",-0.01,"0",29,"1",16,18,18,18,14,16,"0",7,9,10,6,9,3,5,5,2,27,"PoliSci","4",2,3,"FunNightOut","2/Month","1/Week","Academic/Research",4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,14,20,20,14,18,14,24.32,13.51,13.51,24.32,8.11,16.22,7,9,8,10,8
"8326","1","2",7,"0",0.62,"1",22,"2",10,20,15,20,15,20,"0",7,8,7,5,7,4,1,6,2,30,"Business","2",5,6,"MeetNewPpl","2/Month","SVRL/Week","Banking/Consulting",5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,7,30,3,30,30,3,4,20,3,30,30,13,4,7,7,7,7,7
"2055","0","2",10,"0",0,"1",27,"2",17.78,17.78,22.22,20,15.56,6.67,"1",8,7,8,6,8,6,6,4,2,28,"PoliSci","2",1,2,"GetADate","1/Week","SVRL/Week","IntlAffairs",5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,23.81,14.29,16.67,19.05,14.29,11.9,9,10,10,10,8
"4635","0","2",10,"0",0.4,"1",27,"4",17,19,18,17,11,18,"1",8,9,9,8,7,7,9,5,2,27,"Education","4",1,3,"ToSayIDidIt","AlmostNever","2/Week","Academic/Research",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
"3309","1","2",17,"0",0.33,"1",24,"2",16,16,20,16,18,14,"1",8,9,8,6,7,7,7,6,2,28,"Bio","2",7,1,"FunNightOut","SVRL/Year","1/Week","Banking/Consulting",8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10
"3745","0","2",3,"0",0.31,"0",25,"2",27,15,28,10,10,10,"1",6,7,8,8,7,5,5,3,1,27,"Bio","4",4,4,"MeetNewPpl","AlmostNever","1/Week","Academic/Research",9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,19,20,19,14,13,15,19,20,19,14,13,15,6,9,7,9,6
"8051","1","2",8,"0",0.02,"0",23,"4",20,10,10,30,15,15,"0",4,3,5,4,2,2,4,4,2,32,"Engineering","2",1,1,"FunNightOut","2/Month","2/Week","Banking/Consulting",8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6,6,50,0,10,30,0,10,40,20,0,30,10,0,7,8,9,8,8
"4721","1","2",5,"0",0.08,"1",28,"2",15,20,35,15,5,10,"1",8,8,9,8,7,8,8,1,2,27,"Business","2",2,3,"FunNightOut","2/Month","SVRL/Week","Entertainment",9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,6,19,13,18,18,10,22,20,15,15,15,25,10,7,8,8,8,6
"3971","0","2",10,"0",0.29,"0",24,"3",30,10,20,20,10,10,"0",6,0,4,6,5,7,6,4,2,23,"SocialWork","2",10,9,"MeetNewPpl","2/Month","SVRL/Week","SocialWork",8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8,10,15,40,15,10,10,30,10,30,10,10,10,9,10,10,9,10
"3168","1","2",2,"0",0.33,"0",25,"3",15.52,17.24,17.24,17.24,17.24,15.52,"0",8,9,10,6,9,7,7,7,2,27,"Business","4",6,1,"MeetNewPpl","SVRL/Year","1/Week","Banking/Consulting",5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,6,15.56,17.78,17.78,17.78,17.78,13.33,15.69,19.61,19.61,15.69,17.65,11.76,7,9,7,9,9
"1153","0","2",17,"0",0.65,"0",28,"4",20,20,20,10,10,20,"0",6,7,6,6,6,5,5,5,2,32,"Bio","3",1,1,"MeetNewPpl","2/Month","SVRL/Week","DocMed",7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,30,30,30,5,0,5,50,5,5,20,0,20,7,9,7,8,5
"5046","0","2",10,"0",0,"1",27,"3",25,25,25,15,10,0,"0",6,7,7,9,8,7,6,5,2,33,"Education","3",2,1,"FunNightOut","SVRL/Year","1/Week","Academic/Research",3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,2,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10
"5174","0","2",14,"1",0.37,"1",27,"2",14,18,17,16,15,20,"1",9,10,8,9,8,9,9,8,2,33,"SocScie/Psych","2",1,7,"FunNightOut","2/Month","2/Week","Banking/Consulting",2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,25,20,10,20,20,5,50,5,20,30,5,0,7,8,8,9,7
"447","0","2",6,"0",0.29,"1",26,"2",20,35,20,10,10,5,"0",6,7,8,6,9,7,6,4,2,26,"Math","2",7,8,"MeetNewPpl","1/Month","2/Week","DocMed",6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,6,20,25,20,15,15,5,40,5,10,30,5,10,8,7,8,8,6
"8174","1","2",22,"0",-0.3,"1",25,"4",15,20,25,20,10,10,"1",6,8,8,7,7,7,6,4,2,24,"Engineering","4",9,6,"FunNightOut","AlmostNever","2/Week","Engineer",8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,20,16,16,17,16,15,20,16,16,17,16,15,7,9,9,8,9
"5973","0","2",7,"0",0.35,"1",24,"2",20,21,21,22,6,10,"1",9,9,8,9,8,8,9,7,2,28,"English","2",1,5,"FunNightOut","2/Month","SVRL/Week","Entertainment",8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,35,0,35,10,10,10,80,0,0,20,0,0,8,9,9,9,7
"1374","1","2",13,"0",0.37,"0",28,"2",10,10,20,20,20,20,"0",2,6,8,4,7,4,5,6,2,26,"Engineering","3",3,6,"FunNightOut","AlmostNever","SVRL/Week","Academic/Research",5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
"5984","0","2",4,"0",0.09,"0",24,"3",20,10,20,20,10,20,"0",6,7,8,8,7,7,8,8,2,28,"English","2",1,5,"FunNightOut","2/Month","SVRL/Week","Entertainment",8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,4,35,0,35,10,10,10,80,0,0,20,0,0,8,9,9,9,7
"7573","0","2",15,"0",0.12,"0",22,"2",30,10,20,15,15,10,"1",9,4,5,7,8,9,8,5,2,27,"Bio","4",9,3,"MeetNewPpl","SVRL/Year","1/Week","Academic/Research",3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,2,58,5,8,10,7,12,40,5,10,20,5,20,8,9,9,8,8
"5255","0","2",14,"0",-0.52,"0",27,"2",30,20,15,15,8,12,"0",2,4,4,2,3,2,3,3,2,25,"Education","4",7,7,"FunNightOut","2/Week","SVRL/Week","Academic/Research",3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6
"8203","1","2",3,"0",0.03,"0",28,"4",10,20,30,10,10,20,"1",7,5,6,5,5,6,6,3,2,24,"Engineering","2",7,1,"FunNightOut","AlmostNever","2/Week","DocMed",10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,20,20,20,20,10,10,20,20,10,20,25,5,8,8,8,9,6
"1046","0","2",4,"0",-0.16,"0",26,"2",18,18,18,19,13,14,"0",5,6,7,4,4,6,4,3,2,23,"SocialWork","3",1,4,"MeetNewPpl","AlmostNever","1/Week","SocialWork",5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,10,25,20,10,20,15,40,5,10,20,10,15,3,10,3,8,8
"2790","0","2",9,"0",0.43,"0",26,"4",14.89,19.15,21.28,19.15,14.89,10.64,"0",6,8,7,4,5,5,4,4,2,22,"Math","2",4,10,"Other","SVRL/Year","2/Week","Academic/Research",3,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2,3,16,20,18,20,18,8,23.68,18.42,10.53,18.42,13.16,15.79,9,8,9,10,7
"260","0","2",2,"0",-0.07,"1",23,"2",25,10,35,15,0,15,"1",7,5,7,6,6,6,6,2,2,27,"SocialWork","2",2,3,"MeetNewPpl","SVRL/Year","2/Month","IntlAffairs",10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,10,20,20,15,20,15,35,10,15,20,10,10,7,9,9,8,8
"7823","0","2",20,"0",0.32,"0",30,"2",25,20,20,20,0,15,"0",6,6,5,4,3,1,6,2,2,24,"SocialWork","6",5,5,"FunNightOut","2/Month","1/Week","SocialWork",5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,70,5,5,5,10,5,10,10,10,10,10
"5056","0","2",7,"0",-0.07,"0",30,"4",50,10,10,10,5,15,"0",5,5,6,4,5,5,6,5,2,33,"Education","3",2,1,"FunNightOut","SVRL/Year","1/Week","Academic/Research",3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,2,40,15,25,5,15,0,70,5,5,15,5,0,10,10,10,10,10
"4158","1","2",1,"0",0.02,"1",25,"2",25,20,25,25,5,0,"1",8,9,8,8,7,7,8,8,2,25,"Bio","2",7,1,"GetADate","2/Month","2/Week","Academic/Research",7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7,27,15,28,10,10,10,40,3,25,8,13,11,8,9,6,10,7
"1573","1","2",13,"1",0.71,"0",25,"6",20,20,20,20,10,10,"1",7,10,9,10,8,9,10,8,2,21,"History","2",1,1,"FunNightOut","2/Month","SVRL/Week","Academic/Research",7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6
"4508","0","2",3,"0",0.28,"1",29,"2",30,15,15,20,10,10,"0",6,7,7,7,7,6,6,5,2,21,"Education","2",9,8,"MeetNewPpl","2/Week","SVRL/Week","Academic/Research",5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9
"7001","0","2",5,"0",-0.3,"1",29,"1",20,15,20,15,15,15,"1",10,10,10,10,10,9,10,9,2,30,"Bio","1",1,1,"FunNightOut","SVRL/Year","1/Month","Academic/Research",10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,15,20,10,30,5,20,50,10,10,10,10,10,9,9,10,8,7
